customer_id,age,sex,from_luzon,single,has_children,flight_count,avg_n_guests,avg_spend_log,ratio_domestic,ratio_one_way,avg_days_advanced,max_days_advanced,min_days_advanced,flight_quarter_mode
1769,17,Other,0,1,0,2,2.5,8.563340699050357,0.5,0.5,35.5,60,11,4
1770,49,M,0,0,1,1,2.0,8.682691063296197,1.0,1.0,11.0,11,11,4
1771,39,M,1,1,0,2,1.0,8.438207743076685,0.5,1.0,43.5,59,28,4
1772,15,F,0,0,0,1,4.0,7.998624105582108,1.0,1.0,15.0,15,15,2
1773,31,F,1,1,0,2,2.0,9.34854994777125,1.0,0.0,14.0,17,11,2
1774,27,F,1,1,0,3,2.0,8.319823496748187,0.6666666666666666,1.0,27.0,49,15,4
1775,45,M,1,0,1,2,2.0,9.479769719567113,0.0,0.5,67.0,78,56,4
1776,20,M,0,0,0,4,2.25,8.799961705493544,0.75,0.5,21.25,62,7,2
1777,21,M,0,1,0,3,1.0,8.539505330158152,0.3333333333333333,0.6666666666666666,53.0,75,23,2
1778,21,F,0,0,0,1,1.0,8.824506728861207,0.0,0.0,62.0,62,62,4
1779,44,M,1,0,0,2,3.5,9.83851798959976,0.5,0.5,36.5,59,14,4
1780,32,F,0,1,0,3,2.6666666666666665,7.777344914351791,1.0,1.0,15.0,19,10,4
1781,15,F,1,1,0,3,3.3333333333333335,8.705309493490898,0.6666666666666666,0.3333333333333333,31.0,60,14,2
1782,30,M,1,0,1,1,2.0,9.37594788774627,0.0,1.0,59.0,59,59,2
1783,15,F,1,0,0,4,2.25,9.9831605081699,0.0,0.5,58.5,72,51,4
1784,37,M,0,0,0,1,3.0,8.879553714102043,1.0,1.0,19.0,19,19,4
1785,54,M,1,1,0,1,6.0,9.543182089342887,1.0,0.0,11.0,11,11,4
1786,24,M,0,0,0,2,1.5,9.952941149398871,0.0,0.5,61.0,67,55,4
1787,31,Other,1,1,0,3,1.6666666666666667,9.20378864894184,0.3333333333333333,1.0,47.333333333333336,67,15,4
1788,32,F,1,1,0,1,1.0,9.307736558368571,0.0,1.0,57.0,57,57,4
1789,33,F,0,1,0,1,1.0,8.543370100889396,1.0,0.0,12.0,12,12,2
1790,25,F,0,1,0,4,2.0,9.321295133630777,0.5,0.75,34.75,58,14,2
1791,31,F,1,1,0,3,1.6666666666666667,9.27564069842703,0.3333333333333333,0.6666666666666666,48.0,64,18,4
1792,25,F,1,1,0,3,1.6666666666666667,8.209956854323522,0.6666666666666666,0.3333333333333333,34.333333333333336,70,13,4
1793,34,F,0,1,0,1,1.0,7.543325543122596,1.0,1.0,13.0,13,13,4
1794,37,M,1,1,0,2,3.0,9.485392357951609,0.5,0.5,39.5,63,16,4
1795,22,F,1,0,1,2,2.5,9.223257415269853,0.5,1.0,36.0,64,8,4
1796,31,F,0,0,0,2,4.5,9.945031682826492,0.5,1.0,36.0,58,14,4
1797,44,F,1,0,0,3,2.0,8.330206794806358,0.6666666666666666,1.0,33.333333333333336,62,17,4
1798,19,M,0,1,0,2,1.0,9.078756342808505,0.0,0.5,54.5,56,53,4
1799,15,M,0,0,0,1,2.0,9.679796782175558,0.0,1.0,61.0,61,61,4
1800,15,M,0,1,0,2,1.0,8.893866932824713,0.0,0.5,58.5,59,58,4
1801,42,M,0,0,1,1,2.0,9.119468780437339,0.0,1.0,61.0,61,61,2
1802,26,M,1,1,0,3,3.0,9.922434396333312,0.3333333333333333,0.6666666666666666,44.333333333333336,63,15,4
1803,42,F,0,0,0,2,2.0,8.449355712573036,1.0,0.5,17.0,18,16,4
1804,23,F,1,1,0,2,2.5,8.8788525685946,0.5,0.5,38.5,67,10,4
1805,44,M,0,0,0,4,2.0,8.189760292119814,1.0,0.75,12.75,16,11,2
1806,39,F,0,1,0,2,2.0,9.64678693632112,0.0,0.5,52.5,56,49,4
1807,21,M,0,1,0,3,1.6666666666666667,7.846617785504449,0.6666666666666666,1.0,28.0,55,13,4
1808,24,F,1,1,0,3,1.6666666666666667,7.769885758943207,0.6666666666666666,1.0,30.666666666666668,63,12,4
1809,35,F,0,0,0,1,3.0,10.055863851719435,0.0,1.0,53.0,53,53,4
1810,38,F,1,1,0,1,3.0,9.480249960485452,0.0,1.0,59.0,59,59,2
1811,34,M,1,0,1,2,1.5,8.53047579784848,0.5,1.0,40.0,64,16,4
1812,34,F,0,0,0,2,3.5,9.338604869268664,1.0,0.5,18.5,19,18,2
1813,35,M,0,1,0,2,1.0,8.526591931643365,0.5,0.5,41.5,68,15,2
1814,37,M,1,0,0,1,4.0,8.486747015570941,1.0,1.0,15.0,15,15,4
1815,18,F,0,0,0,2,3.5,9.673761609911253,0.5,0.5,37.5,62,13,4
1816,30,M,0,0,1,2,2.0,9.489148653387563,0.0,1.0,61.5,63,60,4
1817,26,F,0,0,0,2,4.0,10.860929887207552,0.0,0.5,65.0,67,63,4
1818,40,F,0,1,0,4,2.0,8.332485176985843,0.75,0.75,29.5,72,13,4
1819,32,M,0,1,0,4,1.0,7.951321364031781,0.25,0.75,49.5,71,11,2
1820,20,F,1,1,0,1,1.0,8.297659968991873,0.0,1.0,73.0,73,73,4
1821,48,F,1,1,0,4,2.75,9.2966527090008,0.5,0.5,39.0,73,13,4
1822,18,M,1,1,0,1,1.0,9.129535333747942,0.0,1.0,69.0,69,69,4
1823,20,M,1,0,0,3,3.0,9.022078936404073,0.3333333333333333,0.6666666666666666,45.666666666666664,65,20,4
1824,22,F,1,0,0,2,2.0,8.79292693080551,0.5,1.0,37.0,59,15,2
1825,58,M,0,0,1,1,2.0,8.763358081830308,1.0,1.0,17.0,17,17,4
1826,33,M,0,0,1,1,3.0,9.989961618241127,0.0,1.0,65.0,65,65,2
1827,24,F,0,0,1,2,2.5,9.20224289837737,0.5,0.5,39.5,63,16,4
1828,29,M,1,1,0,2,2.0,8.582673149664512,0.5,1.0,38.0,58,18,4
1829,28,M,1,0,0,2,2.0,8.421645849752629,1.0,0.0,16.5,20,13,2
1830,27,F,1,0,0,1,3.0,10.606810788282626,0.0,1.0,47.0,47,47,4
1831,27,M,1,1,0,1,1.0,9.820969216868322,0.0,0.0,56.0,56,56,4
1832,21,M,1,0,0,2,2.0,9.082876115287075,0.5,0.5,42.0,61,23,2
1833,26,F,1,0,1,2,4.5,9.562455386796177,1.0,0.5,16.0,17,15,2
1834,19,M,1,1,0,3,1.6666666666666667,8.978947148109741,0.3333333333333333,0.6666666666666666,45.0,66,11,4
1835,41,F,0,0,1,2,1.5,8.746511898443995,0.5,0.0,40.0,60,20,2
1836,30,F,0,1,0,1,1.0,7.453835460557676,1.0,0.0,14.0,14,14,4
1837,22,F,0,1,0,1,3.0,10.271113600356594,0.0,1.0,64.0,64,64,4
1838,39,Other,1,1,0,2,2.0,8.630768894337397,0.5,0.5,36.0,57,15,2
1839,26,M,0,0,0,1,2.0,8.49132192859273,1.0,1.0,18.0,18,18,3
1840,43,F,0,1,0,1,1.0,7.944268818323308,1.0,0.0,15.0,15,15,2
1841,31,M,1,0,0,1,3.0,9.079862408657732,1.0,0.0,15.0,15,15,4
1842,27,F,0,0,0,4,1.75,9.04741236085934,0.75,0.5,27.5,53,16,4
1843,15,M,0,1,0,1,1.0,6.907755278982137,1.0,1.0,20.0,20,20,2
1844,47,M,1,1,0,2,1.0,9.367139977951044,0.0,0.0,62.5,64,61,2
1845,15,F,1,0,0,2,4.5,9.948085797878992,0.5,0.5,44.0,71,17,4
1846,30,F,0,1,0,1,3.0,9.638989024536594,0.0,1.0,53.0,53,53,4
1847,27,F,1,0,1,1,2.0,10.775709946319909,0.0,0.0,62.0,62,62,4
1848,15,M,0,0,1,1,4.0,9.26567945487938,1.0,1.0,19.0,19,19,2
1849,22,M,1,0,1,1,1.0,8.692824277296229,0.0,1.0,65.0,65,65,2
1850,28,M,1,1,0,2,1.0,8.62834605504377,0.5,0.0,41.5,66,17,4
1851,16,F,0,0,0,2,2.0,9.187556427248126,0.5,0.5,37.0,55,19,4
1852,25,M,1,1,0,1,3.0,10.028740788029642,0.0,1.0,49.0,49,49,4
1853,36,F,0,1,1,1,1.0,8.45153011195988,0.0,1.0,61.0,61,61,4
1854,26,F,0,1,0,3,1.0,7.850370717456804,0.6666666666666666,0.6666666666666666,30.666666666666668,61,14,2
1855,27,F,1,0,1,1,1.0,8.71200357857951,0.0,1.0,58.0,58,58,4
1856,22,M,1,1,0,2,2.5,8.904478960395943,1.0,1.0,14.5,16,13,2
1857,23,M,1,1,0,1,1.0,8.811786489694695,0.0,0.0,47.0,47,47,4
1858,32,M,1,1,0,2,1.0,7.690156879754462,1.0,1.0,12.0,14,10,4
1859,22,F,0,1,0,2,2.0,7.866016644793961,0.5,1.0,35.0,59,11,4
1860,44,M,1,1,0,2,3.5,9.253309239910832,0.5,1.0,36.0,59,13,4
1861,33,F,0,1,1,1,1.0,8.628107060077214,0.0,1.0,61.0,61,61,4
1862,18,F,1,0,0,2,2.5,7.536873424597968,1.0,1.0,20.5,22,19,4
1863,34,M,1,0,1,3,2.6666666666666665,8.014281264538267,1.0,0.3333333333333333,16.666666666666668,21,10,4
1864,41,F,1,1,0,2,1.0,8.010032100014849,0.5,1.0,38.0,60,16,4
1865,15,M,0,0,0,1,2.0,9.921168700951059,0.0,1.0,67.0,67,67,4
1866,29,F,0,0,0,1,3.0,10.31829370295805,0.0,1.0,59.0,59,59,4
1867,32,F,0,1,0,2,3.0,9.250658955518242,0.5,1.0,35.5,54,17,2
1868,36,M,0,0,0,2,3.5,9.74788818787972,0.0,1.0,54.5,55,54,4
1869,49,M,0,0,0,3,3.3333333333333335,9.685501969317626,0.0,0.6666666666666666,62.333333333333336,71,58,2
1870,34,F,0,0,1,2,4.0,8.465838527877226,1.0,1.0,17.0,18,16,2
1871,48,F,1,1,0,2,1.0,9.165023032774538,0.0,0.5,66.0,69,63,4
1872,22,M,1,0,1,1,2.0,9.30732946044482,0.0,1.0,58.0,58,58,4
1873,16,M,1,0,0,1,2.0,9.363365528331675,1.0,0.0,14.0,14,14,4
1874,21,M,0,1,1,1,1.0,8.295515610296686,1.0,0.0,15.0,15,15,2
1875,28,F,1,1,0,2,2.0,10.352274860633635,0.0,0.5,60.0,67,53,4
1876,29,F,0,0,0,2,1.5,9.160188695865603,0.0,1.0,57.5,58,57,4
1877,23,M,1,1,0,1,1.0,9.118924307601379,0.0,1.0,62.0,62,62,4
1878,37,M,1,0,0,1,1.0,7.069081921234647,1.0,1.0,17.0,17,17,4
1879,40,F,0,1,0,1,3.0,7.150754441358353,1.0,1.0,13.0,13,13,4
1880,28,M,0,1,0,1,4.0,8.52443148305648,1.0,1.0,18.0,18,18,4
1881,22,F,0,0,0,4,2.25,8.480448903266778,0.75,0.75,24.0,63,10,2
1882,15,F,0,1,0,2,1.0,8.916527829709091,0.5,0.5,36.5,66,7,2
1883,27,F,1,0,1,2,1.5,9.32147411433092,0.5,1.0,43.0,69,17,4
1884,22,M,0,0,1,2,4.0,9.50760218436292,0.5,0.5,33.5,51,16,2
1885,40,F,0,0,0,1,3.0,8.839063306797405,1.0,0.0,15.0,15,15,4
1886,37,F,0,1,0,3,1.6666666666666667,8.473562567837352,0.6666666666666666,0.6666666666666666,31.333333333333332,63,15,4
1887,30,F,0,1,0,2,1.0,7.847125617421261,1.0,1.0,14.0,16,12,2
1888,25,F,0,1,0,2,2.0,8.460050442591799,0.5,0.5,31.0,53,9,2
1889,31,M,1,1,0,3,1.0,7.3824950111736625,1.0,0.6666666666666666,14.333333333333334,17,13,2
1890,33,F,1,0,0,3,2.6666666666666665,9.222972653126417,0.6666666666666666,0.6666666666666666,32.0,63,13,2
1891,18,F,1,1,0,2,2.0,8.603323314136645,0.5,1.0,41.5,65,18,2
1892,15,M,0,1,0,2,1.0,8.504056340718948,1.0,0.5,15.5,18,13,2
1893,24,F,0,1,0,3,1.0,8.043375545840702,0.6666666666666666,0.6666666666666666,32.333333333333336,66,14,4
1894,36,F,1,1,0,2,1.0,8.757150998081467,0.0,1.0,59.5,76,43,2
1895,31,M,1,0,0,3,2.6666666666666665,8.504040576124803,0.6666666666666666,0.6666666666666666,33.333333333333336,74,12,4
1896,33,M,1,1,0,3,2.3333333333333335,9.337977693560648,0.3333333333333333,0.6666666666666666,47.333333333333336,65,15,2
1897,42,M,1,0,0,2,1.5,8.4412916804377,1.0,0.5,17.0,17,17,2
1898,20,F,1,0,0,1,2.0,7.861962415117838,1.0,1.0,30.0,30,30,2
1899,39,M,1,0,1,3,4.0,9.473809172825565,0.6666666666666666,0.6666666666666666,28.0,57,11,1
1900,42,Other,1,1,0,2,1.0,8.09482716287955,1.0,0.5,16.5,18,15,4
1901,35,M,1,1,0,1,1.0,8.669707081804813,1.0,1.0,16.0,16,16,2
1902,35,F,1,1,0,1,1.0,6.951363728696663,1.0,1.0,10.0,10,10,2
1903,31,F,0,0,0,2,3.0,9.237062299545062,0.5,1.0,38.0,53,23,4
1904,40,F,1,1,0,2,4.0,9.565724538307173,0.5,0.5,37.5,64,11,2
1905,32,M,0,0,0,2,3.0,9.685391886297998,0.5,1.0,36.0,55,17,2
1906,42,F,0,1,0,1,1.0,9.378369824748422,0.0,1.0,43.0,43,43,4
1907,16,F,0,1,0,1,1.0,8.592627811175475,0.0,1.0,52.0,52,52,2
1908,15,F,0,1,0,1,3.0,9.032853385004076,1.0,1.0,16.0,16,16,2
1909,27,F,1,1,0,2,1.0,7.1979082519393875,1.0,0.5,15.0,16,14,4
1910,50,F,0,1,0,2,1.0,9.463946974933972,0.0,0.5,61.5,64,59,2
1911,38,M,0,1,0,3,1.0,8.16956112537596,0.6666666666666666,0.6666666666666666,29.333333333333332,59,14,4
1912,23,F,1,1,0,4,2.0,8.287477746736549,0.5,1.0,31.5,53,9,2
1913,40,F,1,1,0,2,3.0,8.885757143974422,1.0,1.0,14.5,18,11,2
1914,35,F,0,1,0,1,3.0,8.85677543454849,1.0,1.0,12.0,12,12,2
1915,49,M,0,1,0,2,2.0,7.5719429679655725,1.0,1.0,17.0,22,12,4
1916,39,M,1,1,0,1,1.0,7.854364195471686,1.0,1.0,12.0,12,12,4
1917,28,F,1,1,0,3,1.6666666666666667,9.62482494221282,0.0,1.0,58.333333333333336,62,54,4
1918,20,F,0,0,1,2,2.0,9.128242639453095,0.5,0.5,39.0,69,9,4
1919,32,F,0,1,0,2,2.0,9.83612419643567,0.5,0.0,32.5,55,10,2
1920,38,F,0,1,1,3,1.6666666666666667,8.059803056066638,0.3333333333333333,0.6666666666666666,42.0,56,19,4
1921,50,M,1,0,0,1,1.0,7.207123978572317,0.0,1.0,62.0,62,62,4
1922,36,F,0,0,0,1,4.0,8.744646576419349,1.0,1.0,14.0,14,14,2
1923,30,M,1,0,1,2,2.0,9.198743581631973,0.5,1.0,32.0,53,11,4
1924,26,F,0,0,0,1,3.0,10.420209536581998,0.0,1.0,53.0,53,53,2
1925,30,F,1,0,0,3,3.3333333333333335,8.010011258509692,1.0,1.0,15.666666666666666,21,12,2
1926,31,M,1,0,1,1,1.0,7.564813067397643,1.0,1.0,20.0,20,20,4
1927,33,F,0,0,0,2,4.0,9.438271560452975,0.5,1.0,34.0,54,14,4
1928,48,F,1,0,1,3,1.6666666666666667,9.149962999629398,0.6666666666666666,0.3333333333333333,27.0,58,11,4
1929,41,M,0,0,1,2,4.0,10.447241812278024,0.0,1.0,47.0,50,44,4
1930,17,M,0,0,1,1,3.0,10.016748056317203,0.0,0.0,49.0,49,49,2
1931,23,F,0,0,0,2,2.0,8.883452012411922,0.0,1.0,69.0,79,59,4
1932,23,F,1,0,0,1,5.0,8.86768930271711,1.0,1.0,12.0,12,12,2
1933,32,M,0,1,0,1,1.0,9.129739883783643,1.0,0.0,17.0,17,17,2
1934,39,M,1,1,0,1,3.0,9.023370745982895,0.0,1.0,62.0,62,62,1
1935,30,F,1,1,0,3,2.0,7.443461002407851,1.0,0.6666666666666666,15.333333333333334,20,9,4
1936,45,M,0,1,0,2,2.0,9.035022200868038,0.5,0.5,30.5,45,16,4
1937,43,M,1,0,0,1,2.0,9.800610800781367,0.0,1.0,58.0,58,58,4
1938,18,M,0,0,0,2,1.5,8.370131595907173,1.0,0.0,11.5,13,10,4
1939,18,F,1,0,1,2,1.5,9.323013833304017,0.0,0.5,54.5,61,48,2
1940,50,M,0,1,0,4,1.0,8.541742675087729,0.75,0.5,25.5,64,10,2
1941,28,F,1,1,0,1,4.0,10.523465323552509,0.0,1.0,60.0,60,60,2
1942,25,M,1,1,0,1,1.0,8.45988441778226,1.0,0.0,15.0,15,15,4
1943,44,F,1,0,0,1,3.0,9.404207464264223,0.0,1.0,67.0,67,67,4
1944,36,M,0,0,1,1,6.0,9.704774796734762,1.0,1.0,23.0,23,23,2
1945,18,M,1,1,0,2,1.0,7.672940475833968,1.0,0.5,15.5,18,13,4
1946,24,F,1,1,1,1,1.0,7.292667894934605,1.0,1.0,11.0,11,11,4
1947,21,M,0,0,0,1,2.0,9.473733018939821,0.0,1.0,58.0,58,58,4
1948,31,F,0,0,0,3,1.3333333333333333,8.524989055481399,0.0,1.0,63.333333333333336,65,61,2
1949,33,M,1,1,0,1,3.0,9.496114946930955,1.0,0.0,12.0,12,12,4
1950,29,F,0,0,0,1,1.0,9.245863954790517,0.0,1.0,66.0,66,66,4
1951,38,F,1,1,0,1,3.0,10.043279186463902,1.0,0.0,12.0,12,12,4
1952,27,M,1,0,0,2,3.0,9.371457127116116,0.5,0.5,37.0,49,25,4
1953,15,F,0,1,0,4,1.5,9.01073042940038,0.25,0.75,47.0,61,15,4
1954,16,M,0,1,0,2,1.0,8.593671753215084,1.0,0.0,17.0,18,16,4
1955,33,F,0,0,1,2,3.0,7.838233288053672,1.0,1.0,13.0,14,12,4
1956,15,F,1,1,0,3,1.0,8.826837675567482,0.3333333333333333,0.6666666666666666,43.0,61,13,4
1957,26,M,1,0,0,5,2.4,9.25608103881491,0.6,0.4,29.6,59,10,2
1958,56,F,1,0,0,3,3.0,9.106100099649703,0.6666666666666666,0.6666666666666666,33.333333333333336,68,13,4
1959,44,M,0,1,0,2,1.0,9.142099892631395,0.0,0.5,68.0,71,65,4
1960,23,F,0,0,0,3,3.6666666666666665,8.277443040381682,1.0,0.6666666666666666,13.0,14,11,2
1961,35,F,0,1,0,1,3.0,9.455761400155506,1.0,0.0,16.0,16,16,2
1962,43,M,1,0,1,3,1.6666666666666667,8.549592686738245,0.6666666666666666,0.3333333333333333,36.666666666666664,65,20,2
1963,34,F,0,1,0,1,4.0,8.289436313744527,1.0,0.0,24.0,24,24,2
1964,39,M,1,0,1,2,2.5,9.14315700223717,0.5,1.0,46.0,77,15,2
1965,44,M,0,0,0,2,1.5,8.908448215164738,0.5,0.5,38.0,65,11,2
1966,17,F,0,0,1,1,2.0,7.250115467454322,1.0,1.0,15.0,15,15,4
1967,29,M,0,1,0,2,2.0,8.508546702869367,0.5,1.0,38.0,57,19,4
1968,19,F,0,1,0,2,1.0,8.07774229566552,0.5,1.0,31.5,46,17,2
1969,37,F,0,1,0,3,1.0,8.14905144586902,0.3333333333333333,1.0,49.0,79,9,4
1970,32,M,1,1,0,1,1.0,7.559374163481306,1.0,1.0,16.0,16,16,1
1971,19,F,0,1,0,1,1.0,9.02891720662314,0.0,1.0,55.0,55,55,4
1972,15,F,1,1,0,1,1.0,8.097697805646614,1.0,0.0,12.0,12,12,2
1973,22,M,0,0,0,2,2.5,9.044429891122919,0.5,0.5,46.0,74,18,2
1974,22,F,1,1,0,1,3.0,8.709459789948744,1.0,1.0,15.0,15,15,4
1975,23,M,0,0,0,1,6.0,10.515138451115254,1.0,0.0,20.0,20,20,4
1976,27,F,1,1,0,2,2.0,10.101004284039643,0.0,0.5,59.5,64,55,2
1977,39,F,0,0,0,2,2.0,8.529615589606582,1.0,0.5,9.5,11,8,4
1978,25,M,0,0,0,4,3.0,8.890881240435833,0.5,0.5,34.0,56,9,2
1979,43,F,1,1,0,4,1.75,9.017500341337872,0.5,0.0,36.0,60,12,2
1980,33,M,0,0,1,1,2.0,9.654585511554737,0.0,1.0,75.0,75,75,4
1981,29,M,0,1,0,1,1.0,8.586679782944978,1.0,0.0,16.0,16,16,4
1982,34,F,1,0,0,1,1.0,9.860887580201986,0.0,0.0,50.0,50,50,2
1983,21,F,1,1,0,3,1.0,8.946400950629327,0.0,1.0,52.666666666666664,54,51,4
1984,25,F,0,1,0,3,1.0,8.561211844981983,0.3333333333333333,1.0,44.0,59,15,4
1985,29,F,1,1,0,4,2.5,7.962881999155834,0.75,0.75,24.25,57,12,4
1986,30,M,0,0,1,2,3.5,8.29663956864428,1.0,0.5,15.5,16,15,4
1987,24,M,1,1,0,3,2.3333333333333335,8.706164035728351,0.3333333333333333,1.0,46.0,64,15,4
1988,36,F,1,1,0,1,3.0,9.714297189258223,0.0,1.0,66.0,66,66,4
1989,42,M,1,0,0,2,2.5,9.454192352598685,0.0,0.5,64.0,67,61,4
1990,20,F,0,1,0,2,1.0,8.247711944626715,0.5,1.0,30.5,47,14,2
1991,27,M,0,1,0,1,1.0,6.907755278982137,1.0,1.0,22.0,22,22,4
1992,39,F,1,1,0,1,1.0,8.905119803181288,0.0,0.0,54.0,54,54,2
1993,28,M,0,1,0,2,1.0,8.279051750144115,0.5,0.5,41.5,63,20,4
1994,35,F,1,1,0,2,2.0,8.001023259798341,1.0,1.0,20.5,21,20,2
1995,37,F,1,1,0,1,4.0,11.4246951488732,0.0,0.0,58.0,58,58,4
1996,44,M,0,0,0,2,3.0,10.05803977587983,0.5,0.0,33.0,58,8,4
1997,21,F,1,1,0,3,1.0,8.709068123101053,0.6666666666666666,0.3333333333333333,31.333333333333332,61,16,4
1998,24,F,1,1,0,1,1.0,6.907755278982137,1.0,1.0,19.0,19,19,2
1999,31,F,0,1,0,2,1.0,8.239072591829807,0.5,1.0,39.0,67,11,4
2000,23,M,1,0,0,2,4.5,8.45650359208242,1.0,0.5,15.0,17,13,2
2001,24,F,1,1,0,3,1.6666666666666667,8.448625972254007,0.3333333333333333,0.6666666666666666,45.333333333333336,70,16,4
2002,41,F,1,1,0,1,4.0,10.201444591842451,0.0,1.0,60.0,60,60,4
2003,24,M,0,1,0,1,1.0,9.630196560569178,0.0,0.0,51.0,51,51,4
2004,41,F,0,1,0,1,3.0,10.428863551966533,0.0,0.0,55.0,55,55,4
2005,44,F,1,1,0,1,1.0,7.88019220969303,0.0,1.0,54.0,54,54,2
2006,30,M,1,0,1,1,3.0,10.902003647517429,0.0,0.0,67.0,67,67,2
2007,49,M,0,0,1,1,3.0,10.240330821721162,0.0,1.0,68.0,68,68,4
2008,17,M,1,1,0,1,1.0,7.005999709755938,1.0,1.0,18.0,18,18,2
2009,18,M,1,1,1,1,1.0,8.568873274438285,1.0,0.0,16.0,16,16,4
2010,15,M,1,0,0,2,4.5,10.532762893723316,0.5,0.5,36.5,65,8,2
2011,37,M,1,1,0,1,3.0,7.9789584524336785,1.0,0.0,13.0,13,13,4
2012,25,F,1,1,0,2,1.0,9.251013195429147,0.0,1.0,56.5,60,53,4
2013,30,F,1,0,0,2,3.0,8.441694623274142,0.5,0.5,38.5,58,19,2
2014,26,M,0,1,0,2,1.0,8.911286848583734,0.0,0.5,57.5,68,47,2
2015,21,M,0,0,0,1,1.0,7.398127704506416,1.0,1.0,9.0,9,9,2
2016,43,F,1,0,1,1,4.0,10.21741923499269,0.0,0.0,57.0,57,57,2
2017,29,M,1,1,0,4,1.75,8.624615819459164,0.75,0.5,30.0,70,15,4
2018,15,F,0,1,0,2,1.0,9.528163498134013,0.0,0.5,52.5,61,44,2
2019,39,M,1,1,0,1,1.0,7.395178681581151,1.0,1.0,11.0,11,11,4
2020,38,F,1,1,0,2,2.0,8.57856698006907,0.5,0.5,35.5,61,10,2
2021,33,F,1,0,0,1,7.0,10.914876932837748,0.0,1.0,74.0,74,74,4
2022,42,M,1,1,0,2,1.0,7.9198015736295755,0.5,1.0,37.5,62,13,4
2023,32,M,0,1,0,2,2.0,8.212615515019884,1.0,0.5,14.0,14,14,2
2024,52,M,0,1,0,2,1.0,7.6670257816054415,0.5,1.0,33.0,53,13,4
2025,21,F,1,0,0,1,3.0,9.949984118325167,0.0,1.0,65.0,65,65,2
2026,37,Other,0,1,0,3,2.3333333333333335,7.9282296477572425,1.0,1.0,13.666666666666666,21,5,4
2027,27,F,0,1,0,2,1.0,9.451634166007377,0.0,0.0,56.5,57,56,2
2028,22,F,0,1,0,1,1.0,8.05580592808011,1.0,1.0,11.0,11,11,2
2029,32,M,1,1,0,2,1.0,7.173607496683992,1.0,0.0,11.5,13,10,2
2030,18,F,1,0,0,1,1.0,8.774859036892522,0.0,1.0,48.0,48,48,4
2031,30,F,1,0,1,4,3.0,9.397117662909013,0.5,0.5,42.25,74,8,2
2032,17,F,0,1,0,2,1.0,7.784479149195171,1.0,1.0,17.0,22,12,4
2033,32,F,1,0,1,3,3.3333333333333335,9.378754243419188,0.3333333333333333,1.0,46.333333333333336,61,18,2
2034,35,F,1,0,1,1,2.0,8.617996454061274,1.0,1.0,13.0,13,13,4
2035,38,F,1,0,1,1,3.0,7.651440739304582,1.0,1.0,16.0,16,16,4
2036,18,Other,1,0,0,2,5.0,10.349435219145246,0.0,1.0,63.5,65,62,4
2037,34,F,1,0,0,2,1.0,7.374765771509502,1.0,0.5,16.0,22,10,4
2038,25,F,0,1,0,2,1.0,9.292827299616977,0.5,0.0,36.5,58,15,4
2039,30,F,1,1,0,3,1.6666666666666667,7.730357053927416,1.0,0.6666666666666666,17.666666666666668,22,12,4
2040,39,M,1,0,0,1,5.0,9.315706992742331,1.0,1.0,12.0,12,12,2
2041,33,M,0,1,0,1,1.0,6.907755278982137,1.0,1.0,15.0,15,15,2
2042,15,F,1,1,1,4,2.75,9.372968869271764,0.5,0.5,37.25,63,13,2
2043,29,F,1,1,0,3,3.3333333333333335,9.726333275229875,0.3333333333333333,0.6666666666666666,42.666666666666664,69,10,2
2044,26,F,1,1,0,2,2.5,8.9119508332014,0.5,1.0,32.5,46,19,4
2045,39,M,1,0,0,1,5.0,10.38783226067067,1.0,0.0,18.0,18,18,4
2046,20,M,0,1,0,3,1.0,8.459237916092361,0.6666666666666666,0.0,31.666666666666668,64,15,4
2047,24,F,1,1,1,2,2.0,8.688258591620269,1.0,0.5,13.0,16,10,2
2048,37,M,1,1,0,1,1.0,8.721825472120567,0.0,1.0,53.0,53,53,2
2049,16,M,0,1,0,1,1.0,8.332776703065228,0.0,1.0,68.0,68,68,4
2050,24,F,0,0,1,4,3.0,9.837728705059986,0.25,0.5,47.5,65,14,2
2051,41,M,0,0,0,1,1.0,8.848715669131066,0.0,0.0,68.0,68,68,4
2052,15,F,1,0,1,1,3.0,10.708242260909481,0.0,0.0,60.0,60,60,4
2053,21,F,0,1,0,4,1.0,9.084936583292425,0.0,0.75,63.0,66,59,2
2054,41,F,0,0,0,1,1.0,8.662418207535495,0.0,1.0,46.0,46,46,2
2055,36,F,1,1,0,1,1.0,6.907755278982137,1.0,0.0,22.0,22,22,4
2056,24,M,1,1,0,2,2.0,8.600853189190957,0.5,1.0,35.0,56,14,4
2057,17,Other,0,0,1,1,4.0,10.511651663602443,0.0,0.0,59.0,59,59,2
2058,35,Other,1,1,0,1,1.0,9.092645507181855,0.0,1.0,56.0,56,56,4
2059,34,M,1,1,0,1,1.0,7.884136233775869,1.0,1.0,13.0,13,13,2
2060,26,M,0,0,1,1,4.0,10.391551039313855,0.0,0.0,67.0,67,67,2
2061,27,F,1,1,0,2,3.0,9.047869735475835,0.0,1.0,60.5,61,60,2
2062,32,F,0,1,1,2,2.5,8.850335393419174,0.5,0.5,46.0,75,17,2
2063,35,F,1,1,0,1,1.0,6.978289588019285,1.0,0.0,15.0,15,15,4
2064,37,F,0,0,1,3,2.0,8.675411668724548,1.0,0.3333333333333333,21.333333333333332,23,19,4
